Lambda,nir610_power,nir680_power,nir730_power,nir760_power,nir810_power,nir860_power
585,0.02234236214,0.003877881014,0.002259884527,0.002504794553,0.005105706808,0.002828925598
586,0.02712479761,0.004298198613,0.002428239967,0.002453594118,0.005565677453,0.002853347588
587,0.03505732869,0.004566390636,0.002585556381,0.002527261423,0.00614246145,0.003167575968
588,0.04298985977,0.004834582658,0.002742872795,0.002600928728,0.006719245447,0.003481804349
589,0.05704334554,0.004906147833,0.002817310372,0.002703836098,0.007621038138,0.00415717297
590,0.07109683131,0.004977713007,0.00289174795,0.002806743468,0.00852283083,0.004832541591
591,0.1007065164,0.004865708684,0.002941456578,0.0029533425,0.00973027558,0.005954023486
592,0.1303162015,0.004753704361,0.002991165207,0.003099941533,0.01093772033,0.007075505382
593,0.1763628835,0.004677018925,0.003056635117,0.003256872509,0.01238021691,0.0085705846
594,0.2224095656,0.004600333489,0.003122105027,0.003413803486,0.01382271348,0.01006566382
595,0.2858064922,0.004480471323,0.003131760632,0.0036779523,0.01512264242,0.01154595635
596,0.3492034189,0.004360609156,0.003141416238,0.003942101113,0.01642257135,0.01302624888
597,0.4226246527,0.004391044987,0.003142493393,0.004253294099,0.01737822206,0.01427438871
598,0.4960458865,0.004421480818,0.003143570548,0.004564487085,0.01833387276,0.01552252855
599,0.5709921304,0.004397921251,0.003158324139,0.004823569617,0.01896855689,0.01603467247
600,0.6459383743,0.004374361684,0.00317307773,0.005082652148,0.01960324102,0.01654681638
601,0.7103827971,0.004316506963,0.00313802999,0.005140185966,0.01991169939,0.0163195626
602,0.77482722,0.004258652241,0.00310298225,0.005197719784,0.02022015775,0.01609230881
603,0.8260319353,0.004132249009,0.003082613171,0.005054985477,0.0200745143,0.01548390366
604,0.8772366505,0.004005845777,0.003062244092,0.00491225117,0.01992887086,0.01487549851
605,0.9119514407,0.003947117322,0.003066090913,0.00467083809,0.01918292902,0.01395570891
606,0.9466662309,0.003888388866,0.003069937733,0.00442942501,0.01843698719,0.0130359193
607,0.9662691769,0.003907843431,0.003073228706,0.004152333332,0.0170858926,0.01206341125
608,0.9858721228,0.003927297997,0.003076519679,0.003875241653,0.015734798,0.0110909032
609,0.9929360614,0.003933602049,0.003042016271,0.003730028489,0.01424447012,0.01035417107
610,1,0.003939906102,0.003007512863,0.003584815324,0.01275414224,0.009617438933
611,0.9912045532,0.003958973419,0.002970384106,0.003556323866,0.01165618541,0.00917027295
612,0.9824091065,0.003978040736,0.002933255348,0.003527832407,0.01055822859,0.008723106966
613,0.9571837448,0.003955352335,0.00292963617,0.003534800701,0.01004571585,0.008681849827
614,0.9319583831,0.003932663935,0.002926016993,0.003541768995,0.009533203105,0.008640592687
615,0.8889820535,0.003983350653,0.002937461727,0.003563087271,0.009546822035,0.008810726707
616,0.8460057238,0.00403403737,0.002948906461,0.003584405547,0.009560440966,0.008980860727
617,0.78372876,0.004073986013,0.002932572717,0.003622116483,0.0100509775,0.009314996066
618,0.7214517962,0.004113934656,0.002916238972,0.003659827419,0.01054151403,0.009649131405
619,0.6407881023,0.004151847845,0.002884269941,0.003704958192,0.01130225469,0.009909249779
620,0.5601244084,0.004189761034,0.00285230091,0.003750088965,0.01206299534,0.01016936815
621,0.4864528124,0.004318272516,0.002811320942,0.003740921659,0.01310714155,0.01035510918
622,0.4127812163,0.004446783998,0.002770340975,0.003731754353,0.01415128776,0.01054085021
623,0.3491037327,0.004499955791,0.002751811593,0.003697855364,0.0150499664,0.01052021467
624,0.2854262491,0.004553127584,0.002733282211,0.003663956375,0.01594864505,0.01049957912
625,0.2355820719,0.004647786994,0.002660774755,0.003619196723,0.01638698679,0.01017642692
626,0.1857378948,0.004742446404,0.002588267298,0.003574437071,0.01682532853,0.009853274712
627,0.1487110336,0.00492879213,0.002584831063,0.003426193651,0.01648431925,0.009325776468
628,0.1116841723,0.005115137856,0.002581394828,0.00327795023,0.01614330997,0.008798278224
629,0.08616792775,0.005253894142,0.00255405075,0.003218797864,0.01505690935,0.00829000523
630,0.06065168319,0.005392650428,0.002526706672,0.003159645497,0.01397050873,0.007781732236
631,0.04754862609,0.005645529697,0.002526878125,0.00307035054,0.01254941,0.007509036407
632,0.03444556898,0.005898408965,0.002527049577,0.002981055583,0.01112831126,0.007236340579
633,0.02688995086,0.006188927852,0.002539995806,0.002923886567,0.009873146971,0.007195561565
634,0.01933433275,0.006479446739,0.002552942034,0.002866717552,0.008617982681,0.007154782552
635,0.0152492366,0.006844437755,0.002557041541,0.002869996506,0.007686001937,0.007386302288
636,0.01116414045,0.00720942877,0.002561141047,0.00287327546,0.006754021193,0.007617822025
